segment_id,forecast_day,daily_hazard,survival_probability,cumulative_failure_probability
SEG-025,8,8.692818482813891e-06,0.9999304595679234,6.95404320766313e-05
SEG-025,9,8.692818482813891e-06,0.9999217673539429,7.823264605710811e-05
SEG-025,10,8.692818482813891e-06,0.9999130752155223,8.692478447769325e-05
SEG-025,11,8.692818482813891e-06,0.9999043831526608,9.561684733916387e-05
SEG-025,12,8.692818482813891e-06,0.9998956911653579,0.00010430883464207508
SEG-025,13,8.692818482813891e-06,0.9998869992536129,0.00011300074638709301
SEG-025,14,8.692818482813891e-06,0.9998783074174251,0.0001216925825748838
SEG-025,15,8.692818482813891e-06,0.9998696156567939,0.00013038434320611358
SEG-025,16,8.692818482813891e-06,0.9998609239717186,0.0001390760282814485
SEG-025,17,8.692818482813891e-06,0.9998522323621984,0.00014776763780155466
SEG-025,18,8.692818482813891e-06,0.9998435408282329,0.00015645917176709823
SEG-025,19,8.692818482813891e-06,0.9998348493698213,0.00016515063017874532
SEG-025,20,8.692818482813891e-06,0.9998261579869628,0.00017384201303716207
SEG-025,21,8.692818482813891e-06,0.9998174666796571,0.0001825333203429036
SEG-025,22,8.692818482813891e-06,0.9998087754479033,0.00019122455209674705
SEG-025,23,8.692818482813891e-06,0.9998000842917008,0.00019991570829924754
SEG-025,24,8.692818482813891e-06,0.9997913932110489,0.0002086067889510712
SEG-025,25,8.692818482813891e-06,0.9997827022059471,0.00021729779405288419
SEG-025,26,8.692818482813891e-06,0.9997740112763945,0.00022598872360546363
SEG-025,27,8.692818482813891e-06,0.9997653204223906,0.00023467957760936464
SEG-025,28,8.692818482813891e-06,0.9997566296439347,0.00024337035606525337
SEG-025,29,8.692818482813891e-06,0.9997479389410263,0.0002520610589736849
SEG-025,30,8.692818482813891e-06,0.9997392483136646,0.00026075168633543644
SEG-047,1,1.690102908469271e-05,0.9999830989709153,1.690102908469271e-05
SEG-047,2,1.690102908469271e-05,0.9999661982274753,3.380177252465533e-05
SEG-047,3,1.690102908469271e-05,0.9999492977696753,5.070223032466181e-05
SEG-047,4,1.690102908469271e-05,0.9999323975975105,6.760240248948612e-05
SEG-047,5,1.690102908469271e-05,0.999915497710976,8.450228902401324e-05
SEG-047,6,1.690102908469271e-05,0.999898598110067,0.00010140188993301713
SEG-047,7,1.690102908469271e-05,0.9998816987947786,0.00011830120522138277
SEG-047,8,1.690102908469271e-05,0.999864799765106,0.00013520023489399513
SEG-047,9,1.690102908469271e-05,0.9998479010210444,0.00015209897895562818
SEG-047,10,1.690102908469271e-05,0.9998310025625889,0.00016899743741105588
SEG-047,11,1.690102908469271e-05,0.9998141043897348,0.00018589561026516321
SEG-047,12,1.690102908469271e-05,0.9997972065024773,0.00020279349752272413
SEG-047,13,1.690102908469271e-05,0.9997803089008114,0.00021969109918862362
SEG-047,14,1.690102908469271e-05,0.9997634115847324,0.00023658841526763563
SEG-047,15,1.690102908469271e-05,0.9997465145542354,0.00025348544576464516
SEG-047,16,1.690102908469271e-05,0.9997296178093156,0.00027038219068442615
SEG-047,17,1.690102908469271e-05,0.9997127213499681,0.0002872786500318636
SEG-047,18,1.690102908469271e-05,0.9996958251761883,0.00030417482381173144
SEG-047,19,1.690102908469271e-05,0.9996789292879711,0.0003210707120289147
SEG-047,20,1.690102908469271e-05,0.9996620336853118,0.0003379663146881873
SEG-047,21,1.690102908469271e-05,0.9996451383682057,0.0003548616317943232
SEG-047,22,1.690102908469271e-05,0.9996282433366478,0.00037175666335220736
SEG-047,23,1.690102908469271e-05,0.9996113485906333,0.0003886514093667248
SEG-047,24,1.690102908469271e-05,0.9995944541301574,0.0004055458698426495
SEG-047,25,1.690102908469271e-05,0.9995775599552152,0.0004224400447847554
SEG-047,26,1.690102908469271e-05,0.9995606660658021,0.00043933393419792743
SEG-047,27,1.690102908469271e-05,0.999543772461913,0.00045622753808705063
SEG-047,28,1.690102908469271e-05,0.9995268791435431,0.00047312085645689894
SEG-047,29,1.690102908469271e-05,0.9995099861106878,0.0004900138893122463
SEG-047,30,1.690102908469271e-05,0.999493093363342,0.0005069066366579777
SEG-020,1,0.00013462346396408975,0.9998653765360359,0.00013462346396408975
SEG-020,2,0.00013462346396408975,0.9997307711955489,0.00026922880445112707
SEG-020,3,0.00013462346396408975,0.9995961839760991,0.00040381602390093807
SEG-020,4,0.00013462346396408975,0.9994616148752469,0.0005383851247531268
SEG-020,5,0.00013462346396408975,0.9993270638905533,0.0006729361094467423
SEG-020,6,0.00013462346396408975,0.9991925310195793,0.0008074689804207225
SEG-020,7,0.00013462346396408975,0.9990580162598863,0.0009419837401136721
SEG-020,8,0.00013462346396408975,0.9989235196090364,0.0010764803909636411
SEG-020,9,0.00013462346396408975,0.9987890410645914,0.0012109589354085681
SEG-020,10,0.00013462346396408975,0.9986545806241139,0.0013454193758860589
SEG-020,11,0.00013462346396408975,0.9985201382851667,0.0014798617148332749
SEG-020,12,0.00013462346396408975,0.9983857140453128,0.0016142859546871557
SEG-020,13,0.00013462346396408975,0.9982513079021158,0.0017486920978841969
SEG-020,14,0.00013462346396408975,0.9981169198531393,0.0018830801468606717
SEG-020,15,0.00013462346396408975,0.9979825498959475,0.0020174501040525206
SEG-020,16,0.00013462346396408975,0.9978481980281048,0.0021518019718952397
SEG-020,17,0.00013462346396408975,0.9977138642471759,0.0022861357528241033
SEG-020,18,0.00013462346396408975,0.997579548550726,0.0024204514492740525
SEG-020,19,0.00013462346396408975,0.9974452509363203,0.0025547490636796955
SEG-020,20,0.00013462346396408975,0.9973109714015247,0.002689028598475307
SEG-020,21,0.00013462346396408975,0.9971767099439053,0.0028232900560947183
SEG-020,22,0.00013462346396408975,0.9970424665610284,0.002957533438971649
SEG-020,23,0.00013462346396408975,0.9969082412504606,0.003091758749539375
SEG-020,24,0.00013462346396408975,0.9967740340097692,0.003225965990230839
SEG-020,25,0.00013462346396408975,0.9966398448365213,0.003360155163478651
SEG-020,26,0.00013462346396408975,0.9965056737282848,0.003494326271715198
SEG-020,27,0.00013462346396408975,0.9963715206826276,0.003628479317372424
SEG-020,28,0.00013462346396408975,0.9962373856971181,0.003762614302881939
SEG-020,29,0.00013462346396408975,0.996103268769325,0.0038967312306750213
SEG-020,30,0.00013462346396408975,0.9959691698968173,0.004030830103182725
SEG-019,1,1.689646887825802e-05,0.9999831035311217,1.689646887825802e-05
SEG-019,2,1.689646887825802e-05,0.9999662073477341,3.3792652265884904e-05
SEG-019,3,1.689646887825802e-05,0.9999493114498323,5.068855016765461e-05
SEG-019,4,1.689646887825802e-05,0.9999324158374115,6.758416258845212e-05
SEG-019,5,1.689646887825802e-05,0.999915520510467,8.44794895330514e-05
SEG-019,6,1.689646887825802e-05,0.9998986254689938,0.0001013745310062264
SEG-019,7,1.689646887825802e-05,0.9998817307129871,0.0001182692870128621
SEG-019,8,1.689646887825802e-05,0.9998648362424422,0.0001351637575578435
SEG-019,9,1.689646887825802e-05,0.9998479420573542,0.0001520579426458335
SEG-019,10,1.689646887825802e-05,0.9998310481577182,0.00016895184228182814
SEG-019,11,1.689646887825802e-05,0.9998141545435295,0.00018584545647049033
SEG-019,12,1.689646887825802e-05,0.9997972612147832,0.0002027387852168161
SEG-019,13,1.689646887825802e-05,0.9997803681714745,0.00021963182852546836
SEG-019,14,1.689646887825802e-05,0.9997634754135987,0.00023652458640133212
SEG-019,15,1.689646887825802e-05,0.9997465829411507,0.00025341705884929233
SEG-019,16,1.689646887825802e-05,0.9997296907541259,0.00027030924587412297
SEG-019,17,1.689646887825802e-05,0.9997127988525194,0.000287201147480598
SEG-019,18,1.689646887825802e-05,0.9996959072363264,0.0003040927636736024
SEG-019,19,1.689646887825802e-05,0.9996790159055421,0.0003209840944579101
SEG-019,20,1.689646887825802e-05,0.9996621248601616,0.0003378751398384061
SEG-019,21,1.689646887825802e-05,0.9996452341001801,0.0003547658998198644
SEG-019,22,1.689646887825802e-05,0.9996283436255928,0.0003716563744071699
SEG-019,23,1.689646887825802e-05,0.9996114534363949,0.00038854656360509665
SEG-019,24,1.689646887825802e-05,0.9995945635325816,0.00040543646741841854
SEG-019,25,1.689646887825802e-05,0.999577673914148,0.0004223260858520206
SEG-019,26,1.689646887825802e-05,0.9995607845810893,0.0004392154189106767
SEG-019,27,1.689646887825802e-05,0.9995438955334007,0.00045610446659927195
SEG-019,28,1.689646887825802e-05,0.9995270067710774,0.0004729932289225802
SEG-019,29,1.689646887825802e-05,0.9995101182941145,0.0004898817058854865
SEG-019,30,1.689646887825802e-05,0.9994932301025072,0.0005067698974927648
SEG-018,1,7.081915100570768e-05,0.9999291808489943,7.081915100570768e-05
SEG-018,2,7.081915100570768e-05,0.9998583667133407,0.00014163328665928177
SEG-018,3,7.081915100570768e-05,0.9997875575926841,0.0002124424073158826
SEG-018,4,7.081915100570768e-05,0.9997167534866693,0.0002832465133306705
SEG-018,5,7.081915100570768e-05,0.9996459543949412,0.0003540456050588059
SEG-018,6,7.081915100570768e-05,0.9995751603171447,0.000424839682855338
SEG-018,7,7.081915100570768e-05,0.9995043712529246,0.0004956287470754273
SEG-018,8,7.081915100570768e-05,0.999433587201926,0.0005664127980740119
SEG-018,9,7.081915100570768e-05,0.9993628081637937,0.0006371918362062523
SEG-018,10,7.081915100570768e-05,0.9992920341381729,0.0007079658618270868
SEG-018,11,7.081915100570768e-05,0.9992212651247084,0.0007787348752915646
SEG-018,12,7.081915100570768e-05,0.9991505011230455,0.0008494988769545131
SEG-018,13,7.081915100570768e-05,0.999079742132829,0.0009202578671709816
SEG-018,14,7.081915100570768e-05,0.9990089881537042,0.0009910118462957973
SEG-018,15,7.081915100570768e-05,0.9989382391853161,0.0010617608146838986
SEG-018,16,7.081915100570768e-05,0.9988674952273099,0.0011325047726901127
SEG-018,17,7.081915100570768e-05,0.9987967562793307,0.001203243720669267
SEG-018,18,7.081915100570768e-05,0.9987260223410238,0.0012739776589761886
SEG-018,19,7.081915100570768e-05,0.9986552934120343,0.001344706587965705
SEG-018,20,7.081915100570768e-05,0.9985845694920075,0.0014154305079925322
SEG-018,21,7.081915100570768e-05,0.9985138505805886,0.0014861494194113867
SEG-018,22,7.081915100570768e-05,0.998443136677423,0.0015568633225769846
SEG-018,23,7.081915100570768e-05,0.9983724277821561,0.0016275722178439311
SEG-018,24,7.081915100570768e-05,0.9983017238944331,0.0016982761055669426
SEG-018,25,7.081915100570768e-05,0.9982310250138993,0.0017689749861007353
SEG-018,26,7.081915100570768e-05,0.9981603311402002,0.0018396688597998034
SEG-018,27,7.081915100570768e-05,0.9980896422729812,0.0019103577270187522
SEG-018,28,7.081915100570768e-05,0.9980189584118879,0.0019810415881120758
SEG-018,29,7.081915100570768e-05,0.9979482795565656,0.0020517204434343794
SEG-018,30,7.081915100570768e-05,0.9978776057066598,0.0021223942933401574
SEG-017,1,3.1937768653733656e-05,0.9999680622313463,3.1937768653733656e-05
SEG-017,2,3.1937768653733656e-05,0.9999361254827136,6.38745172863997e-05
SEG-017,3,3.1937768653733656e-05,0.9999041897540695,9.581024593052767e-05
SEG-017,4,3.1937768653733656e-05,0.9998722550453812,0.00012774495461875812
SEG-017,5,3.1937768653733656e-05,0.9998403213566163,0.0001596786433837316
SEG-017,6,3.1937768653733656e-05,0.9998083886877421,0.00019161131225786665
SEG-017,7,3.1937768653733656e-05,0.9997764570387262,0.0002235429612738038
SEG-017,8,3.1937768653733656e-05,0.9997445264095358,0.0002554735904641836
SEG-017,9,3.1937768653733656e-05,0.9997125968001385,0.0002874031998615356
SEG-017,10,3.1937768653733656e-05,0.9996806682105016,0.00031933178949838936
SEG-017,11,3.1937768653733656e-05,0.9996487406405927,0.0003512593594072744
SEG-017,12,3.1937768653733656e-05,0.9996168140903792,0.0003831859096208312
SEG-017,13,3.1937768653733656e-05,0.9995848885598284,0.0004151114401715894
SEG-017,14,3.1937768653733656e-05,0.9995529640489078,0.0004470359510921895
SEG-017,15,3.1937768653733656e-05,0.9995210405575848,0.0004789594424151611
SEG-017,16,3.1937768653733656e-05,0.999489118085827,0.0005108819141730336
SEG-017,17,3.1937768653733656e-05,0.9994571966336017,0.0005428033663983367
SEG-017,18,3.1937768653733656e-05,0.9994252762008763,0.0005747237991237109
SEG-017,19,3.1937768653733656e-05,0.9993933567876183,0.0006066432123816856
SEG-017,20,3.1937768653733656e-05,0.9993614383937951,0.0006385616062049015
SEG-017,21,3.1937768653733656e-05,0.9993295210193742,0.0006704789806257772
SEG-017,22,3.1937768653733656e-05,0.999297604664323,0.000702395335676953
SEG-017,23,3.1937768653733656e-05,0.999265689328609,0.0007343106713909586
SEG-017,24,3.1937768653733656e-05,0.9992337750121997,0.0007662249878003236
SEG-017,25,3.1937768653733656e-05,0.9992018617150623,0.0007981382849376883
SEG-017,26,3.1937768653733656e-05,0.9991699494371645,0.0008300505628354715
SEG-017,27,3.1937768653733656e-05,0.9991380381784737,0.0008619618215263136
SEG-017,28,3.1937768653733656e-05,0.9991061279389571,0.0008938720610428552
SEG-017,29,3.1937768653733656e-05,0.9990742187185825,0.0009257812814175148
SEG-017,30,3.1937768653733656e-05,0.9990423105173172,0.000957689482682822
SEG-016,1,2.9734979761997238e-05,0.999970265020238,2.9734979761997238e-05
SEG-016,2,2.9734979761997238e-05,0.9999405309246451,5.9469075354923184e-05
SEG-016,3,2.9734979761997238e-05,0.9999107977131948,8.920228680520115e-05
SEG-016,4,2.9734979761997238e-05,0.999881065385861,0.00011893461413903239
SEG-016,5,2.9734979761997238e-05,0.9998513339426173,0.0001486660573827292
SEG-016,6,2.9734979761997238e-05,0.9998216033834375,0.00017839661656249284
SEG-016,7,2.9734979761997238e-05,0.9997918737082953,0.0002081262917047466
SEG-016,8,2.9734979761997238e-05,0.9997621449171643,0.0002378550828356918
SEG-016,9,2.9734979761997238e-05,0.9997324170100184,0.00026758298998164065
SEG-016,10,2.9734979761997238e-05,0.9997026899868312,0.00029731001316879446
SEG-016,11,2.9734979761997238e-05,0.9996729638475764,0.00032703615242357653
SEG-016,12,2.9734979761997238e-05,0.9996432385922278,0.0003567614077721881
SEG-016,13,2.9734979761997238e-05,0.9996135142207591,0.0003864857792409415
SEG-016,14,2.9734979761997238e-05,0.9995837907331439,0.000416209266856149
SEG-016,15,2.9734979761997238e-05,0.999554068129356,0.00044593187064401185
SEG-016,16,2.9734979761997238e-05,0.9995243464093692,0.00047565359063084234
SEG-016,17,2.9734979761997238e-05,0.999494625573157,0.0005053744268429528
SEG-016,18,2.9734979761997238e-05,0.9994649056206935,0.0005350943793065444
SEG-016,19,2.9734979761997238e-05,0.999435186551952,0.0005648134480480405
SEG-016,20,2.9734979761997238e-05,0.9994054683669064,0.0005945316330936423
SEG-016,21,2.9734979761997238e-05,0.9993757510655304,0.0006242489344695512
SEG-016,22,2.9734979761997238e-05,0.9993460346477979,0.0006539653522020794
SEG-016,23,2.9734979761997238e-05,0.9993163191136825,0.0006836808863175392
SEG-016,24,2.9734979761997238e-05,0.9992866044631578,0.0007133955368422429
SEG-016,25,2.9734979761997238e-05,0.9992568906961976,0.0007431093038023917
SEG-016,26,2.9734979761997238e-05,0.9992271778127757,0.000772822187224298
SEG-016,27,2.9734979761997238e-05,0.9991974658128658,0.0008025341871341629
SEG-016,28,2.9734979761997238e-05,0.9991677546964417,0.0008322453035582988
SEG-016,29,2.9734979761997238e-05,0.999138044463477,0.000861955536523018
SEG-016,30,2.9734979761997238e-05,0.9991083351139454,0.0008916648860546328
SEG-015,1,1.690102908469271e-05,0.9999830989709153,1.690102908469271e-05
SEG-015,2,1.690102908469271e-05,0.9999661982274753,3.380177252465533e-05
SEG-015,3,1.690102908469271e-05,0.9999492977696753,5.070223032466181e-05
SEG-015,4,1.690102908469271e-05,0.9999323975975105,6.760240248948612e-05
SEG-015,5,1.690102908469271e-05,0.999915497710976,8.450228902401324e-05
SEG-015,6,1.690102908469271e-05,0.999898598110067,0.00010140188993301713
SEG-015,7,1.690102908469271e-05,0.9998816987947786,0.00011830120522138277
SEG-015,8,1.690102908469271e-05,0.999864799765106,0.00013520023489399513
SEG-015,9,1.690102908469271e-05,0.9998479010210444,0.00015209897895562818
SEG-015,10,1.690102908469271e-05,0.9998310025625889,0.00016899743741105588
SEG-015,11,1.690102908469271e-05,0.9998141043897348,0.00018589561026516321
SEG-015,12,1.690102908469271e-05,0.9997972065024773,0.00020279349752272413
SEG-015,13,1.690102908469271e-05,0.9997803089008114,0.00021969109918862362
SEG-015,14,1.690102908469271e-05,0.9997634115847324,0.00023658841526763563
SEG-015,15,1.690102908469271e-05,0.9997465145542354,0.00025348544576464516
SEG-015,16,1.690102908469271e-05,0.9997296178093156,0.00027038219068442615
SEG-015,17,1.690102908469271e-05,0.9997127213499681,0.0002872786500318636
SEG-015,18,1.690102908469271e-05,0.9996958251761883,0.00030417482381173144
SEG-015,19,1.690102908469271e-05,0.9996789292879711,0.0003210707120289147
SEG-015,20,1.690102908469271e-05,0.9996620336853118,0.0003379663146881873
SEG-015,21,1.690102908469271e-05,0.9996451383682057,0.0003548616317943232
SEG-015,22,1.690102908469271e-05,0.9996282433366478,0.00037175666335220736
SEG-015,23,1.690102908469271e-05,0.9996113485906333,0.0003886514093667248
SEG-015,24,1.690102908469271e-05,0.9995944541301574,0.0004055458698426495
SEG-015,25,1.690102908469271e-05,0.9995775599552152,0.0004224400447847554
SEG-015,26,1.690102908469271e-05,0.9995606660658021,0.00043933393419792743
SEG-015,27,1.690102908469271e-05,0.999543772461913,0.00045622753808705063
SEG-015,28,1.690102908469271e-05,0.9995268791435431,0.00047312085645689894
SEG-015,29,1.690102908469271e-05,0.9995099861106878,0.0004900138893122463
SEG-015,30,1.690102908469271e-05,0.999493093363342,0.0005069066366579777
SEG-014,1,0.00020769369439221919,0.9997923063056078,0.00020769369439221919
SEG-014,2,0.00020769369439221919,0.9995846557478862,0.00041534425211375847
SEG-014,3,0.00020769369439221919,0.9993770483178762,0.0006229516821237846
SEG-014,4,0.00020769369439221919,0.9991694840066203,0.000830515993379688
SEG-014,5,0.00020769369439221919,0.998961962805163,0.0010380371948369715
SEG-014,6,0.00020769369439221919,0.9987544847045507,0.001245515295449251
SEG-014,7,0.00020769369439221919,0.9985470496958316,0.0014529503041683656
SEG-014,8,0.00020769369439221919,0.9983396577700558,0.0016603422299441561
SEG-014,9,0.00020769369439221919,0.9981323089182753,0.0018676910817246872
SEG-014,10,0.00020769369439221919,0.9979250031315439,0.002074996868456136
SEG-014,11,0.00020769369439221919,0.9977177404009171,0.002282259599082903
SEG-014,12,0.00020769369439221919,0.9975105207174526,0.002489479282547391
SEG-014,13,0.00020769369439221919,0.9973033440722097,0.002696655927790337
SEG-014,14,0.00020769369439221919,0.9970962104562496,0.002903789543750368
SEG-014,15,0.00020769369439221919,0.9968891198606354,0.003110880139364558
SEG-014,16,0.00020769369439221919,0.9966820722764321,0.0033179277235678706
SEG-014,17,0.00020769369439221919,0.9964750676947065,0.0035249323052934933
SEG-014,18,0.00020769369439221919,0.9962681061065273,0.0037318938934727264
SEG-014,19,0.00020769369439221919,0.9960611875029649,0.0039388124970350935
SEG-014,20,0.00020769369439221919,0.9958543118750918,0.004145688124908231
SEG-014,21,0.00020769369439221919,0.995647479213982,0.004352520786017999
SEG-014,22,0.00020769369439221919,0.9954406895107117,0.00455931048928826
SEG-014,23,0.00020769369439221919,0.9952339427563589,0.0047660572436410975
SEG-014,24,0.00020769369439221919,0.9950272389420033,0.004972761057996711
SEG-014,25,0.00020769369439221919,0.9948205780587266,0.00517942194127341
SEG-014,26,0.00020769369439221919,0.9946139600976122,0.00538603990238784
SEG-014,27,0.00020769369439221919,0.9944073850497455,0.0055926149502545375
SEG-014,28,0.00020769369439221919,0.9942008529062136,0.005799147093786372
SEG-014,29,0.00020769369439221919,0.9939943636581057,0.006005636341894327
SEG-014,30,0.00020769369439221919,0.9937879172965125,0.006212082703487498
SEG-013,1,2.5730514607857913e-05,0.9999742694853921,2.5730514607857913e-05
SEG-013,2,2.5730514607857913e-05,0.9999485396328437,5.146036715630853e-05
SEG-013,3,2.5730514607857913e-05,0.9999228104423376,7.718955766244928e-05
SEG-013,4,2.5730514607857913e-05,0.9998970819138567,0.00010291808614326658
SEG-013,5,2.5730514607857913e-05,0.9998713540473841,0.00012864595261585787
SEG-013,6,2.5730514607857913e-05,0.9998456268429029,0.00015437315709709853
SEG-013,7,2.5730514607857913e-05,0.9998199003003958,0.00018009969960419703
SEG-013,8,2.5730514607857913e-05,0.9997941744198459,0.00020582558015413976
SEG-013,9,2.5730514607857913e-05,0.9997684492012361,0.00023155079876391316
SEG-013,10,2.5730514607857913e-05,0.9997427246445494,0.00025727535545061464
SEG-013,11,2.5730514607857913e-05,0.9997170007497688,0.0002829992502312306
SEG-013,12,2.5730514607857913e-05,0.9996912775168773,0.0003087224831227475
SEG-013,13,2.5730514607857913e-05,0.9996655549458577,0.0003344450541422628
SEG-013,14,2.5730514607857913e-05,0.9996398330366932,0.0003601669633067628
SEG-013,15,2.5730514607857913e-05,0.9996141117893667,0.000385888210633345
SEG-013,16,2.5730514607857913e-05,0.999588391203861,0.0004116087961389958
SEG-013,17,2.5730514607857913e-05,0.9995626712801593,0.00043732871984070165
SEG-013,18,2.5730514607857913e-05,0.9995369520182444,0.00046304798175555995
SEG-013,19,2.5730514607857913e-05,0.9995112334180994,0.0004887665819005571
SEG-013,20,2.5730514607857913e-05,0.9994855154797072,0.0005144845202927906
SEG-013,21,2.5730514607857913e-05,0.9994597982030509,0.0005402017969491357
SEG-013,22,2.5730514607857913e-05,0.9994340815881132,0.000565918411886801
SEG-013,23,2.5730514607857913e-05,0.9994083656348773,0.0005916343651226619
SEG-013,24,2.5730514607857913e-05,0.9993826503433262,0.0006173496566738157
SEG-013,25,2.5730514607857913e-05,0.9993569357134426,0.0006430642865573599
SEG-013,26,2.5730514607857913e-05,0.9993312217452098,0.00066877825479017
SEG-013,27,2.5730514607857913e-05,0.9993055084386107,0.0006944915613893432
SEG-013,28,2.5730514607857913e-05,0.999279795793628,0.0007202042063719771
SEG-013,29,2.5730514607857913e-05,0.999254083810245,0.0007459161897549471
SEG-013,30,2.5730514607857913e-05,0.9992283724884446,0.0007716275115553506
SEG-021,1,1.690102908469271e-05,0.9999830989709153,1.690102908469271e-05
SEG-021,2,1.690102908469271e-05,0.9999661982274753,3.380177252465533e-05
SEG-021,3,1.690102908469271e-05,0.9999492977696753,5.070223032466181e-05
SEG-021,4,1.690102908469271e-05,0.9999323975975105,6.760240248948612e-05
SEG-021,5,1.690102908469271e-05,0.999915497710976,8.450228902401324e-05
SEG-021,6,1.690102908469271e-05,0.999898598110067,0.00010140188993301713
SEG-021,7,1.690102908469271e-05,0.9998816987947786,0.00011830120522138277
SEG-021,8,1.690102908469271e-05,0.999864799765106,0.00013520023489399513
SEG-021,9,1.690102908469271e-05,0.9998479010210444,0.00015209897895562818
SEG-021,10,1.690102908469271e-05,0.9998310025625889,0.00016899743741105588
SEG-021,11,1.690102908469271e-05,0.9998141043897348,0.00018589561026516321
SEG-021,12,1.690102908469271e-05,0.9997972065024773,0.00020279349752272413
SEG-021,13,1.690102908469271e-05,0.9997803089008114,0.00021969109918862362
SEG-021,14,1.690102908469271e-05,0.9997634115847324,0.00023658841526763563
SEG-021,15,1.690102908469271e-05,0.9997465145542354,0.00025348544576464516
SEG-021,16,1.690102908469271e-05,0.9997296178093156,0.00027038219068442615
SEG-021,17,1.690102908469271e-05,0.9997127213499681,0.0002872786500318636
SEG-021,18,1.690102908469271e-05,0.9996958251761883,0.00030417482381173144
SEG-021,19,1.690102908469271e-05,0.9996789292879711,0.0003210707120289147
SEG-021,20,1.690102908469271e-05,0.9996620336853118,0.0003379663146881873
SEG-021,21,1.690102908469271e-05,0.9996451383682057,0.0003548616317943232
SEG-021,22,1.690102908469271e-05,0.9996282433366478,0.00037175666335220736
SEG-021,23,1.690102908469271e-05,0.9996113485906333,0.0003886514093667248
SEG-021,24,1.690102908469271e-05,0.9995944541301574,0.0004055458698426495
SEG-021,25,1.690102908469271e-05,0.9995775599552152,0.0004224400447847554
SEG-021,26,1.690102908469271e-05,0.9995606660658021,0.00043933393419792743
SEG-021,27,1.690102908469271e-05,0.999543772461913,0.00045622753808705063
SEG-021,28,1.690102908469271e-05,0.9995268791435431,0.00047312085645689894
SEG-021,29,1.690102908469271e-05,0.9995099861106878,0.0004900138893122463
SEG-021,30,1.690102908469271e-05,0.999493093363342,0.0005069066366579777
SEG-012,1,8.932829223340377e-05,0.9999106717077666,8.932829223340377e-05
SEG-012,2,8.932829223340377e-05,0.999821351395077,0.00017864860492300405
SEG-012,3,8.932829223340377e-05,0.9997320390612183,0.00026796093878167504
SEG-012,4,8.932829223340377e-05,0.9996427347054779,0.0003572652945220689
SEG-012,5,8.932829223340377e-05,0.9995534383271432,0.0004465616728568378
SEG-012,6,8.932829223340377e-05,0.9994641499255014,0.0005358500744986339
